graph_size (n),density,edge_count,algorithm,trial,max_flow_result,solve_time,setup_time,total_time
750,0.3,168525,Edmonds-Karp,3,2356,1.1615041999993991,0.0819560999989335,1.2434602999983326
750,0.3,168525,cplex,4,2129.0,0.5382327000006626,15.650273200000811,16.188505900001473
750,0.3,168525,ford-fulkerson,4,2129,2.3555001000004268,0.0932941999999457,2.4487943000003725
750,0.3,168525,Edmonds-Karp,4,2129,0.8934556000003795,0.08190749999994296,0.9753631000003224
750,0.3,168525,cplex,5,2215.0,0.5736645000015415,15.281894899999315,15.855559400000857
750,0.3,168525,ford-fulkerson,5,2215,2.849906400000691,0.09380480000072566,2.9437112000014167
750,0.3,168525,Edmonds-Karp,5,2215,1.2291560000012396,0.08040689999870665,1.3095628999999462
750,0.5,280875,cplex,1,3568.0,0.9049841999985802,25.163089700001365,26.068073899999945
750,0.5,280875,ford-fulkerson,1,3568,5.960675999998784,0.15149539999947592,6.11217139999826
750,0.5,280875,Edmonds-Karp,1,3568,3.8824291999990237,0.13352900000063528,4.015958199999659
750,0.5,280875,cplex,2,3896.0,0.903958099999727,24.71438820000003,25.618346299999757
750,0.5,280875,ford-fulkerson,2,3896,5.085886599999867,0.15157209999961196,5.237458699999479
750,0.5,280875,Edmonds-Karp,2,3896,3.6251561000008223,0.13387589999911143,3.7590319999999338
750,0.5,280875,cplex,3,3626.0,0.9063174000002618,24.271596200000204,25.177913600000466
750,0.5,280875,ford-fulkerson,3,3626,5.78503660000024,0.15064519999941695,5.9356817999996565
750,0.5,280875,Edmonds-Karp,3,3626,3.423121400001037,0.13582440000027418,3.558945800001311
750,0.5,280875,cplex,4,3788.0,0.96630980000009,23.80073259999881,24.7670423999989
750,0.5,280875,ford-fulkerson,4,3788,5.983059999998659,0.17012079999949492,6.153180799998154
750,0.5,280875,Edmonds-Karp,4,3788,3.649864000000889,0.13476960000116378,3.784633600002053
750,0.5,280875,cplex,5,4025.0,0.8977529000003415,25.137373799998386,26.035126699998727
750,0.5,280875,ford-fulkerson,5,4025,5.50504329999967,0.15138839999963238,5.6564316999993025
750,0.5,280875,Edmonds-Karp,5,4025,3.421881199999916,0.13712219999979425,3.5590033999997104
750,0.7,393225,cplex,1,5461.0,1.2836678999992728,33.54410810000081,34.827776000000085
750,0.7,393225,ford-fulkerson,1,5461,8.66633980000006,0.21599659999992582,8.882336399999986
750,0.7,393225,Edmonds-Karp,1,5461,8.323775200000455,0.1968048999988241,8.520580099999279
750,0.7,393225,cplex,2,5290.0,1.3551375000006374,34.01162490000024,35.36676240000088
750,0.7,393225,ford-fulkerson,2,5290,8.464616200000819,0.2163252000009379,8.680941400001757
750,0.7,393225,Edmonds-Karp,2,5290,7.331626700000925,0.20024729999931878,7.5318740000002435
750,0.7,393225,cplex,3,5455.0,1.3003122999998595,33.52099029999954,34.8213025999994
750,0.7,393225,ford-fulkerson,3,5455,9.262180599998828,0.2186902999983431,9.480870899997171
750,0.7,393225,Edmonds-Karp,3,5455,8.262984900000447,0.19772220000049856,8.460707100000946
750,0.7,393225,cplex,4,4926.0,1.3643503000002966,34.35380520000035,35.71815550000065
750,0.7,393225,ford-fulkerson,4,4926,6.892881899999338,0.22082240000054298,7.113704299999881
750,0.7,393225,Edmonds-Karp,4,4926,6.745567999998457,0.19969490000039514,6.945262899998852
750,0.7,393225,cplex,5,5582.0,1.3707985000000917,34.536741599999004,35.907540099999096
750,0.7,393225,ford-fulkerson,5,5582,7.1686344999998255,0.4681658999998035,7.636800399999629
750,0.7,393225,Edmonds-Karp,5,5582,7.011044000000766,0.20432640000035462,7.21537040000112
750,0.9,505575,cplex,1,7084.0,1.8070041999999376,43.7174200999998,45.52442429999974
750,0.9,505575,ford-fulkerson,1,7084,13.115051900000253,0.28742869999950926,13.402480599999762
750,0.9,505575,Edmonds-Karp,1,7084,12.523331400001553,0.2671965999998065,12.790528000001359
750,0.9,505575,cplex,2,6990.0,1.7749694000012823,43.417234200000166,45.19220360000145
750,0.9,505575,ford-fulkerson,2,6990,9.50366650000069,0.2945641999995132,9.798230700000204
750,0.9,505575,Edmonds-Karp,2,6990,10.673844300001292,0.27740369999992254,10.951248000001215
750,0.9,505575,cplex,3,6724.0,1.8042616999991878,42.86408680000022,44.66834849999941
750,0.9,505575,ford-fulkerson,3,6724,9.592910199999096,0.28129400000034366,9.87420419999944
750,0.9,505575,Edmonds-Karp,3,6724,11.170705099999395,0.2687621000004583,11.439467199999854
750,0.9,505575,cplex,4,6921.0,1.7927208999990398,43.6103578000002,45.40307869999924
750,0.9,505575,ford-fulkerson,4,6921,9.28491220000069,0.27908360000037646,9.563995800001067
750,0.9,505575,Edmonds-Karp,4,6921,10.77857159999985,0.2690583000003244,11.047629900000175
750,0.9,505575,cplex,5,7121.0,1.760320600000341,42.808543299999656,44.5688639
750,0.9,505575,ford-fulkerson,5,7121,10.767860800000562,0.28488149999975576,11.052742300000318
750,0.9,505575,Edmonds-Karp,5,7121,12.091181199999482,0.26806049999868264,12.359241699998165
750,1,560252,cplex,1,7831.0,1.88878509999995,46.63648339999963,48.525268499999584
750,1,560252,ford-fulkerson,1,7831,12.482234900000549,0.3152592000005825,12.797494100001131
750,1,560252,Edmonds-Karp,1,7831,14.07700819999991,0.30230399999891233,14.379312199998822
750,1,560252,cplex,2,7885.0,1.9017831000001024,47.985363899999356,49.88714699999946
750,1,560252,ford-fulkerson,2,7885,13.124094499999046,0.3185886000010214,13.442683100000067
750,1,560252,Edmonds-Karp,2,7885,13.246334500001467,0.30208220000167785,13.548416700003145
750,1,560252,cplex,3,7875.0,1.9248084999999264,46.86697429999913,48.791782799999055
750,1,560252,ford-fulkerson,3,7875,12.064428300000145,0.3152092000000266,12.379637500000172
750,1,560252,Edmonds-Karp,3,7875,14.124018500000602,0.30667040000116685,14.430688900001769
750,1,560252,cplex,4,7931.0,1.9601659999989351,48.45013669999935,50.41030269999828
750,1,560252,ford-fulkerson,4,7931,14.299364999998943,0.32067839999945136,14.620043399998394
750,1,560252,Edmonds-Karp,4,7931,14.070636600001308,0.3110962999999174,14.381732900001225
750,1,560252,cplex,5,7822.0,1.948959700001069,47.690257700000075,49.639217400001144
750,1,560252,ford-fulkerson,5,7822,11.324961199999962,0.31035069999961706,11.635311899999579
750,1,560252,Edmonds-Karp,5,7822,12.511414300000979,0.30275459999938903,12.814168900000368
1000,0.1,99900,cplex,1,997.0,0.340586300000723,12.032133300001078,12.372719600001801
1000, 0.1, 99900, 'cplex', 1, 886.0, 0.336019700000179, 8.300320799999099, 8.636340499999278
1000, 0.1, 99900, 'ford-fulkerson', 1, 886, 1.2205935999991198, 0.055694900000162306, 1.276288499999282
1000, 0.1, 99900, 'Edmonds-Karp', 1, 886, 0.6453806000008626, 0.047371900000143796, 0.6927525000010064
1000, 0.1, 99900, 'cplex', 2, 792.0, 0.35204220000014175, 8.90434809999897, 9.256390299999111
1000, 0.1, 99900, 'ford-fulkerson', 2, 792, 1.2593637999998464, 0.0581638000003295, 1.3175276000001759
1000, 0.1, 99900, 'Edmonds-Karp', 2, 792, 0.49922089999927266, 0.04818630000045232, 0.547407199999725
1000, 0.1, 99900, 'cplex', 3, 1130.0, 0.35245080000095186, 8.721862000000328, 9.07431280000128
1000, 0.1, 99900, 'ford-fulkerson', 3, 1130, 1.4870861999988847, 0.05603809999956866, 1.5431242999984534
1000, 0.1, 99900, 'Edmonds-Karp', 3, 1130, 0.35130299999946146, 0.0476926999999705, 0.39899569999943196
1000, 0.1, 99900, 'cplex', 4, 1051.0, 0.3497992999982671, 9.189119000000574, 9.53891829999884
1000, 0.1, 99900, 'ford-fulkerson', 4, 1051, 1.4656737000004796, 0.05634989999998652, 1.522023600000466
1000, 0.1, 99900, 'Edmonds-Karp', 4, 1051, 0.6704699999991135, 0.048695399998905486, 0.719165399998019
1000, 0.1, 99900, 'cplex', 5, 727.0, 0.3532684000001609, 8.05270820000078, 8.40597660000094
1000, 0.1, 99900, 'ford-fulkerson', 5, 727, 1.1823932000006607, 0.05671939999956521, 1.239112600000226
1000, 0.1, 99900, 'Edmonds-Karp', 5, 727, 0.48847250000108033, 0.04796149999856425, 0.5364339999996446
1000, 0.3, 299700, 'cplex', 1, 3102.0, 1.0879832000009628, 29.668532899999263, 30.756516100000226
1000, 0.3, 299700, 'ford-fulkerson', 1, 3102, 7.588484100000642, 0.1706768000003649, 7.759160900001007
1000, 0.3, 299700, 'Edmonds-Karp', 1, 3102, 3.303203100000246, 0.14630880000004254, 3.4495119000002887
1000, 0.3, 299700, 'cplex', 2, 3160.0, 1.0838572000011482, 28.619276200000968, 29.703133400002116
1000, 0.3, 299700, 'ford-fulkerson', 2, 3160, 7.318703500000993, 0.16974500000105763, 7.48844850000205
1000, 0.3, 299700, 'Edmonds-Karp', 2, 3160, 3.3995384000008926, 0.15367300000070827, 3.553211400001601
1000, 0.3, 299700, 'cplex', 3, 3230.0, 1.095011200000954, 29.784221500000058, 30.879232700001012
1000, 0.3, 299700, 'ford-fulkerson', 3, 3230, 5.493212600000334, 0.1704379999991943, 5.663650599999528
1000, 0.3, 299700, 'Edmonds-Karp', 3, 3230, 2.8221204000001308, 0.1462405000002036, 2.9683609000003344
1000, 0.3, 299700, 'cplex', 4, 3252.0, 1.0924022999988665, 29.34773909999967, 30.440141399998538
1000, 0.3, 299700, 'ford-fulkerson', 4, 3252, 7.571622100000241, 0.16773669999929552, 7.739358799999536
1000, 0.3, 299700, 'Edmonds-Karp', 4, 3252, 4.5366083000008075, 0.14841689999957453, 4.685025200000382
1000, 0.3, 299700, 'cplex', 5, 3025.0, 1.0804062000006525, 30.496858099999372, 31.577264300000024
1000, 0.3, 299700, 'ford-fulkerson', 5, 3025, 7.657997399999658, 0.16812820000086504, 7.826125600000523
1000, 0.3, 299700, 'Edmonds-Karp', 5, 3025, 5.069594000000507, 0.15406410000105097, 5.223658100001558
1000, 0.5, 499500, 'cplex', 1, 5201.0, 1.9967476000001625, 47.5479708999992, 49.54471849999936
1000, 0.5, 499500, 'ford-fulkerson', 1, 5201, 14.211348900000303, 0.2924397000006138, 14.503788600000917
1000, 0.5, 499500, 'Edmonds-Karp', 1, 5201, 12.77009790000011, 0.25633639999978186, 13.026434299999892
1000, 0.5, 499500, 'cplex', 2, 5132.0, 1.976188499998898, 48.90005569999994, 50.87624419999884
1000, 0.5, 499500, 'ford-fulkerson', 2, 5132, 11.797390100000484, 0.29611599999952887, 12.093506100000013
1000, 0.5, 499500, 'Edmonds-Karp', 2, 5132, 10.65028109999912, 0.2540341999992961, 10.904315299998416
1000, 0.5, 499500, 'cplex', 3, 5172.0, 1.9953811000013957, 48.73072180000054, 50.72610290000193
1000, 0.5, 499500, 'ford-fulkerson', 3, 5172, 13.59884890000103, 0.28301180000016757, 13.881860700001198
1000, 0.5, 499500, 'Edmonds-Karp', 3, 5172, 13.57638119999865, 0.25793739999971876, 13.834318599998369
1000, 0.5, 499500, 'cplex', 4, 5116.0, 2.01650890000019, 49.917113899999094, 51.933622799999284
1000, 0.5, 499500, 'ford-fulkerson', 4, 5116, 13.148154700000305, 0.2799272000011115, 13.428081900001416
1000, 0.5, 499500, 'Edmonds-Karp', 4, 5116, 11.063324400000056, 0.2545702999996138, 11.31789469999967
1000, 0.5, 499500, 'cplex', 5, 5290.0, 2.0724914000002173, 48.527399499998864, 50.59989089999908
1000, 0.5, 499500, 'ford-fulkerson', 5, 5290, 13.165410899999188, 0.2825401999998576, 13.447951099999045
1000, 0.5, 499500, 'Edmonds-Karp', 5, 5290, 11.888566500001616, 0.2613796000005095, 12.149946100002126
1000, 0.7, 699300, 'cplex', 1, 7440.0, 2.798913900000116, 68.25335559999985, 71.05226949999997
1000, 0.7, 699300, 'ford-fulkerson', 1, 7440, 19.488805999999386, 0.4063339000003907, 19.895139899999776
1000, 0.7, 699300, 'Edmonds-Karp', 1, 7440, 26.364802000000054, 0.3768880000006902, 26.741690000000744
1000, 0.7, 699300, 'cplex', 2, 7709.0, 2.9911561999997502, 69.67414979999921, 72.66530599999896
1000, 0.7, 699300, 'ford-fulkerson', 2, 7709, 21.898761899999954, 0.41690660000131174, 22.315668500001266
1000, 0.7, 699300, 'Edmonds-Karp', 2, 7709, 28.752078499999698, 0.3883473999994749, 29.140425899999173
1000, 0.7, 699300, 'cplex', 3, 7319.0, 3.006335100000797, 68.61671949999982, 71.62305460000061
1000, 0.7, 699300, 'ford-fulkerson', 3, 7319, 20.37170309999965, 0.45012429999951564, 20.821827399999165
1000, 0.7, 699300, 'Edmonds-Karp', 3, 7319, 29.925238499999978, 0.37723989999904006, 30.302478399999018
1000, 0.7, 699300, 'cplex', 4, 7193.0, 2.9968122000009316, 68.86360290000084, 71.86041510000177
1000, 0.7, 699300, 'ford-fulkerson', 4, 7193, 18.92123559999891, 0.4460361000001285, 19.367271699999037
1000, 0.7, 699300, 'Edmonds-Karp', 4, 7193, 26.158583999998882, 0.3757239999995363, 26.53430799999842
1000, 0.7, 699300, 'cplex', 5, 7284.0, 2.9791546000014932, 70.4198998999982, 73.39905449999969
1000, 0.7, 699300, 'ford-fulkerson', 5, 7284, 17.514349400000356, 0.407494900002348, 17.921844300002704
1000, 0.7, 699300, 'Edmonds-Karp', 5, 7284, 24.94325369999933, 0.38671959999919636, 25.329973299998528
1000, 0.9, 899100, 'cplex', 1, 9837.0, 3.7602895999989414, 87.15372760000173, 90.91401720000067
1000, 0.9, 899100, 'ford-fulkerson', 1, 9837, 28.867774300000747, 0.5276976999994076, 29.395472000000154
1000, 0.9, 899100, 'Edmonds-Karp', 1, 9837, 42.36661680000179, 0.5081917999996222, 42.874808600001415
1000, 0.9, 899100, 'cplex', 2, 9370.0, 3.6706918999989284, 88.25895499999751, 91.92964689999644
1000, 0.9, 899100, 'ford-fulkerson', 2, 9370, 23.731107899999188, 0.5378037000009499, 24.268911600000138
1000, 0.9, 899100, 'Edmonds-Karp', 2, 9370, 38.67006010000114, 0.5070242000001599, 39.1770843000013
1000, 0.9, 899100, 'cplex', 3, 9415.0, 3.828762799999822, 87.23697379999794, 91.06573659999776
1000, 0.9, 899100, 'ford-fulkerson', 3, 9415, 27.69920369999818, 0.5261052000023483, 28.225308900000528
1000, 0.9, 899100, 'Edmonds-Karp', 3, 9415, 42.64869069999986, 0.510804300000018, 43.15949499999988
1000, 0.9, 899100, 'cplex', 4, 9285.0, 3.7330308000018704, 88.99838900000032, 92.73141980000219
1000, 0.9, 899100, 'ford-fulkerson', 4, 9285, 26.999435099998664, 0.5280753000006371, 27.5275103999993
1000, 0.9, 899100, 'Edmonds-Karp', 4, 9285, 43.618054099999426, 0.5112084000029427, 44.12926250000237
1000, 0.9, 899100, 'cplex', 5, 9697.0, 3.7979372999980114, 89.15262309999889, 92.9505603999969
1000, 0.9, 899100, 'ford-fulkerson', 5, 9697, 27.999823500002094, 0.5286503000024823, 28.528473800004576
1000, 0.9, 899100, 'Edmonds-Karp', 5, 9697, 42.318735499997274, 0.5206676999987394, 42.83940319999601
1000, 1, 997002, 'cplex', 1, 10164.0, 4.0719002000005275, 98.65337100000033, 102.72527120000086
1000, 1, 997002, 'ford-fulkerson', 1, 10164, 25.819463499999983, 0.5930093999995734, 26.412472899999557
1000, 1, 997002, 'Edmonds-Karp', 1, 10164, 41.74379620000036, 0.579263900002843, 42.323060100003204
1000, 1, 997002, 'cplex', 2, 10339.0, 4.033771800000977, 98.68995750000249, 102.72372930000347
1000, 1, 997002, 'ford-fulkerson', 2, 10339, 28.0781324999989, 0.6067118999999366, 28.684844399998838
1000, 1, 997002, 'Edmonds-Karp', 2, 10339, 51.04985099999976, 0.5917048000010254, 51.64155580000079
1000, 1, 997002, 'cplex', 3, 10483.0, 4.2735771000006935, 99.9191181999995, 104.1926953000002
1000, 1, 997002, 'ford-fulkerson', 3, 10483, 38.89865920000011, 0.6074614999997721, 39.50612069999988
1000, 1, 997002, 'Edmonds-Karp', 3, 10483, 49.435394299998734, 0.5947394999966491, 50.03013379999538
1000, 1, 997002, 'cplex', 4, 10330.0, 4.086229100001219, 100.00449819999994, 104.09072730000116
1000, 1, 997002, 'ford-fulkerson', 4, 10330, 24.402567400000407, 0.6106216000007407, 25.013189000001148
1000, 1, 997002, 'Edmonds-Karp', 4, 10330, 42.12493919999906, 0.5922824000008404, 42.7172215999999
1000, 1, 997002, 'cplex', 5, 10627.0, 4.092608199996903, 101.28760079999847, 105.38020899999538
1000, 1, 997002, 'ford-fulkerson', 5, 10627, 33.511111699997855, 0.6128493000032904, 34.123961000001145
1000, 1, 997002, 'Edmonds-Karp', 5, 10627, 46.625831900000776, 0.6058163000016066, 47.23164820000238
